Association_ID,vVirusNameCorrected,hHostNameFinal,Previous_ID,WildDomInReference,DetectionMethod,DetectionQuality02,FINAL_ref,Mendeley_Endnote,input_date
F181,Yellow_fever_virus,Molossus_rufus,NW1036,wild,Antibodies,0,Price 1978,M,v30
Luis452,Rabies_virus,Mormoops_megalophylla,,wild,antigen,0,[421],,v30
Luis316,Rio_Bravo_virus,Mormoops_megalophylla,,wild,Antibodies,0,[364],,v30
Luis349,Tamana_bat_virus,Mormoops_megalophylla,,wild,Antibodies,0,Price 1978,,v30
F811,Thogoto_virus,Mungos_mungo,NW955,wild,Isolation,2,Ogen-Odoi et al. 1999,M,v30
KJO142,Foot-and-mouth_disease_virus,Muntiacus_muntjak,,wild,Antibodies,0,"Barman et al., 1999; From Weaver and Karesh In Press",kjo,v30
F725,Japanese_encephalitis_virus,Murina_aurata,NW573,wild,Isolation,2,Wang et al. 2009,E,v30
F1197,Irkut_virus,Murina_leucogaster,L514,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis162,Japanese_encephalitis_virus,Murina_leucogaster,,wild,Antibodies,0,Miura et al. 1970,,v30
F667,Encephalomyocarditis_virus,Mus_booduga,NW325,wild,Isolation,2,Tesh and Wallace 1978,M,arw
F415,Kyasanur_Forest_disease_virus,Mus_booduga,NW589,wild,Antibodies,0,Webb et al. 1965,M,v30
Luis232,Murid_herpesvirus_1,Mus_cervicolor,,wild,PCR,2,Ehlers et al. 2007,,v30
Luis250,Murine_leukemia_virus,Mus_cervicolor,,wild,Isolation,2,Prassolov et al. 2001,,v30
F716,Anopheles_B_virus,Mus_musculus,NW54,domestic,Isolation,2,da Rosa et al. 1992,M,v30
LM019,Cowpox_virus,Mus_musculus,LM019,wild,Antibodies,0,Crouch et al. 1995,E,v30
Luis097,Eastern_equine_encephalitis_virus,Mus_musculus,,wild,Isolation,2,Goldfield et al. 1968,,arw
KJO361,Ectromelia_virus,Mus_musculus,,captive,Isolation,2,"Esteban DJ, Buller RM. Ectromelia virus: the causative agent of mousepox. J Gen Virol. 2005 Oct;86(Pt 10):2645-59. Review. PubMed PMID: 16186218.",kjo,v30
F668,Encephalomyocarditis_virus,Mus_musculus,NW326,domestic,Isolation,2,Jungeblut et al. 1943,E,v30
F382,Hepatitis_E_virus,Mus_musculus,NW499,domestic,Antibodies,0,Favorov et al. 2000,M,v30
F1009,Junin_virus,Mus_musculus,NW580,domestic,Isolation,2,"Viral infections of humans: epidemiology and control By Alfred S. Evans, Richard A. Kaslow",B,v30
Luis184,Lactate_dehydrogenase-elevating_virus,Mus_musculus,,wild,Isolation,2,[117],,v30
,Ljungan_virus,Mus_musculus,,wild,PCR,2,Salisbury AM et al. 2014,,kjo
F738,Lymphocytic_choriomeningitis_virus,Mus_musculus,NW615,domestic,Isolation,2,Gonzalez et al. 2007 ,E,v30
F739,Machupo_virus,Mus_musculus,NW617,wild,Isolation,2,Gonzalez et al. 2007 ,E,v30
Luis465,Minute_virus_of_mice,Mus_musculus,,wild,Isolation,2,"[117, Crawford 1966",,v30
Luis224,Moloney_murine_sarcoma_virus,Mus_musculus,,captive,Isolation,2,Moloney et al. 1966,,kjo
Luis444,Mouse_mammary_tumor_virus,Mus_musculus,,domestic,Isolation,2,Lyons & Moore 1965,,v30
KJO332,Mouse_parvovirus_1,Mus_musculus,,captive,PCR,2,"Macy JD, Paturzo FX, Ball-Goodrich LJ, Compton SR. A PCR-based strategy for detection of mouse parvovirus. J Am Assoc Lab Anim Sci. 2009 May;48(3):263-7. PubMed PMID: 19476714; PubMed Central PMCID: PMC2696828.",kjo,v30
F1018,Mucambo_virus,Mus_musculus,NW657,domestic,Isolation,2,Attoui et al. 2007,M,v30
LM204,Murid_herpesvirus_1,Mus_musculus,,ILL,isolation,2,"Henson D, Strano AJ, Slotnik M, Goodheart C. Mouse cytomegalovirus: isolation from spleen and lymph nodes of chronically infected mice. Proc Soc Exp Biol Med. 1972 Jul;140(3):802-6. PubMed PMID: 4339063.",ILL,v30
Luis240,Murid_herpesvirus_3,Mus_musculus,,wild,Isolation,2,[64],,v30
Luis248,Murine_adenovirus_A,Mus_musculus,,wild,Isolation,2,Hartley & Rowe 1960,,v30
F745,Murine_adenovirus_B,Mus_musculus,NW661,domestic,Isolation,2,Klempa et al.,NA,v30
F1019,Murine_hepatitis_virus,Mus_musculus,NW663,domestic,Isolation,2,Hierholzer et al. 1979,M,v30
F1020,Murine_leukemia_virus,Mus_musculus,NW664,domestic,Isolation,2,Jenkins et al. 1982. ,M,v30
KJO270,Murine_norovirus_1,Mus_musculus,,wild,PCR,2,"Smith, D. B., N. McFadden, R. J. Blundell, A. Meredith, and P. Simmonds. 2012. Diversity of murine norovirus in wild-rodent populations: species-specific associations suggest an ancient divergence. Journal of General Virology 93:259-266.",kjo,v30
KJO307,Murine_pneumonia_virus,Mus_musculus,,domestic,PCR,2,"McInnes EF, Rasmussen L, Fung P, Auld AM, Alvarez L, Lawrence DA, Quinn ME, del Fierro GM, Vassallo BA, Stevenson R. Prevalence of viral, bacterial and parasitological diseases in rats and mice used in research environments in Australasia over a 5-y period. Lab Anim (NY). 2011 Oct 20;40(11):341-50. doi: 10.1038/laban1111-341. Erratum in: Lab Anim (NY). 2012 Feb;41(2):50. Utteridge, Tammy D [removed]. PubMed PMID: 22012194.",kjo,v30
KJO349,Murine_pneumotropic_virus,Mus_musculus,,captive,Isolation,2,"Kilham, L. & Murphy, H. W. (1953). A pneumotropic virus isolated from C3H mice carrying the Bittner milk agent. Proc Soc Exp Biol Med 82, 133_137.",kjo,v30
KJO351,Murine_polyomavirus,Mus_musculus,,captive,Isolation,2,"Rowe, W.P., Hartley, J.W., Estes. J.D. and Huebner, R.J. (1959) Studies of mouse polyoma infection. I. Procedures for quantitation and detection of virus. J. Exp. Med. 109, 379-391.",kjo,v30
F746,Nipah_virus,Mus_musculus,NW670,wild,Isolation,2,WHO ,M,v30
Luis453,Rabies_virus,Mus_musculus,,domestic,Antibodies,0,[232],,v30
Luis324,Saboya_virus,Mus_musculus,,wild,Isolation,2,Fontenille et al. 1994; Saluzzo et al. 1986; Grard et al. 2010,arw,v30
F784,Sendai_virus,Mus_musculus,NW836,domestic,Isolation,2,Faisca et al. 2007,E,v30
F799,St._Louis_encephalitis_virus,Mus_musculus,NW919,domestic,Isolation,2,Kramer et al. 2001,M,v30
KJO146,Theilovirus,Mus_musculus,,domestic,Isolation,2,Liang et al J. Virol. December 2008 vol. 82 no. 23 11545-11554,kjo,v30
Luis382,Venezuelan_equine_encephalitis_virus,Mus_musculus,,wild,Isolation,2,Sudia & Newhouse 1975,,v30
F167,Western_equine_encephalitis_virus,Mus_musculus,NW1006,domestic,Antibodies,0,Hardy et al. 1974,M,v30
Luis108,Zaire_ebolavirus,Mus_setulosus,,wild,PCR,2,Morvan et al. 1999,arw,arw
Luis251,Murine_leukemia_virus,Mus_spicilegus,,wild,PCR,2,Tipper et al. 2005,,v30
Luis204,Lymphocytic_choriomeningitis_virus,Mus_spretus,,wild,Antibodies,0,Tagliapietra et al. 2009,,kjo
Luis282,Rabbit_hemorrhagic_disease_virus,Mus_spretus,,wild,PCR,2,[231],,v30
F1022,Aleutian_mink_disease_virus,Mustela_lutreola,MP746,domestic,PCR,2,Manas et al. 2001,E,v30
,Suid_herpesvirus_1,Mustela_lutreola,,domestic,Isolation,2,Christodoulou et al. 1970,arw,arw
F1671,Sendai_virus,Mustela_nigripes,NW835,wild,Isolation,2,"Beran & Steele  Handbook of Zoonoses: Viral, CRC Press 1994 pg. 253-254",B,v30
Luis115,Encephalomyocarditis_virus,Myocastor_coypus,,wild,Antibodies,0,Bollo et al. 2003,arw,v30
Luis297,Rabies_virus,Myocastor_coypus,,wild,Antibodies,0,Childs et al. 1997,,arw
OIE143,Vesicular_stomatitis_Indiana_virus,Myocastor_coypus,,wild,plaque reduction neutralization,1,Aguirre et al. 1992,OIE,v30
Luis059,Colorado_tick_fever_virus,Myodes_gapperi,,wild,Antibodies,0,Bowen et al. 1981,,arw
Luis191,Ljungan_virus,Myodes_gapperi,,wild,PCR,2,Tolf C et al. 2009,,kjo
KJO244,Prospect_Hill_virus,Myodes_gapperi,,wild,Antibodies,0,"Yanagihara R, Daum CA, Lee PW, Baek LJ, Amyx HL, Gajdusek DC, Gibbs CJ Jr. Serological survey of Prospect Hill virus infection in indigenous wild rodents in the USA. Trans R Soc Trop Med Hyg. 1987;81(1):42-5. PubMed PMID: 2895510.",kjo,v30
Luis032,Borna_disease_virus,Myodes_glareolus,,wild,Antibodies,0,Kinnunen et al. 2007,M,arw
Luis047,California_encephalitis_virus,Myodes_glareolus,,wild,Antibodies,0,Mitchell et al. 1993,arw,arw
Luis483,Cowpox_virus,Myodes_glareolus,,wild,PCR,2,Acha & Szyfres 2003; Chantrey et al. 1999,,v30
Luis116,Encephalomyocarditis_virus,Myodes_glareolus,,wild,Antibodies,0,Kaplan et al. 1980,arw,arw
LM099,Ljungan_virus,Myodes_glareolus,LM099,wild,Isolation,2,Niklasson et al. 1999,E,v30
Luis193,Louping_ill_virus,Myodes_glareolus,,wild,Antibodies,0,Gilbert et al. 2000,,kjo
Luis205,Lymphocytic_choriomeningitis_virus,Myodes_glareolus,,wild,Antibodies,0,Kaplan et al. 1980; Tagliapietra et al. 2009,,kjo
Luis244,Murid_herpesvirus_4,Myodes_glareolus,,wild,Isolation,2,"[196, Ehlers et al. 2007]",,v30
Luis255,Murine_pneumonia_virus,Myodes_glareolus,,wild,Antibodies,0,Kaplan et al. 1980,,v30
Luis466,Puumala_virus,Myodes_glareolus,,wild,PCR,2,"[6, 124]",,v30
Luis337,Sendai_virus,Myodes_glareolus,,wild,Antibodies,0,Kaplan et al. 1980,arw,arw
Luis358,Theilovirus,Myodes_glareolus,,wild,Antibodies,0,Kaplan et al. 1980,,v30
Luis361,Thiafora_virus,Myodes_glareolus,,wild,Antibodies,0,Woessner et al. 2000,,v30
F103,Tick-borne_encephalitis_virus,Myodes_glareolus,V1784,wild,PCR,2,Weidmann et al. 2006,M,v30
F1604,Uukuniemi_virus,Myodes_glareolus,NA,wild,Antibodies,0,Traavik et al. 1977,E,v30
Luis272,Puumala_virus,Myodes_regulus,,wild,PCR,2,[141],,v30
Luis074,Cowpox_virus,Myodes_rufocanus,,wild,PCR,2,Tryland et al. 1998,arw,arw
Luis141,Puumala_virus,Myodes_rufocanus,,wild,Isolation,2,[124],,v30
KJO202,Bunyamwera_virus,Myodes_rutilus,,wild,Isolation,2,"Calisher et al. 1986, Am J. Trop. Med. Hyg 35(2): 429-443.""Distribution of Bunyamwera serogroup viruses in N. America, 1956-1984""",kjo,v30
Luis048,California_encephalitis_virus,Myodes_rutilus,,wild,Antibodies,0,Mitchell et al. 1993,arw,arw
Luis075,Cowpox_virus,Myodes_rutilus,,wild,PCR,2,Tryland et al. 1998,arw,arw
,Powassan_virus,Myodes_rutilus,,wild,Antibodies,0,"Deardoff et al. 2013, EID",,kjo
Luis367,Tick-borne_encephalitis_virus,Myodes_rutilus,,wild,PCR,2,Bakhvalova et al. 2006,,v30
F853,Zaire_ebolavirus,Myonycteris_torquata,NW1048,wild,PCR,2,Leroy et al. 2004 ,E,v30
Luis454,Rabies_virus,Myotis_albescens,,wild,antigen,0,"[414, 435]",,v30
Luis298,Rabies_virus,Myotis_austroriparius,,wild,antigen,0,Constantine 1979,,arw
F1126,Aravan_virus,Myotis_blythii,L2,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis467,Issyk-Kul_virus,Myotis_blythii,,wild,Isolation,2,Calisher et al. 2006; Lvov et al. 1973,,v30
F1250,Rabies_virus,Myotis_californicus,L759,wild,PCR,2,Blanton et al. 2008,M,v30
F1251,Rabies_virus,Myotis_chiloensis,L762,wild,PCR,2,de Mattos et al. 2000,M,v30
F1177,European_bat_lyssavirus_1,Myotis_dasycneme,L410,wild,Isolation,2,Muller et al. 2004,E,v30
F1189,European_bat_lyssavirus_2,Myotis_dasycneme,L462,wild,Isolation,2,Calisher et al. 2006,M,v30
F1178,European_bat_lyssavirus_1,Myotis_daubentonii,L411,wild,Isolation,2,Muller et al. 2004,E,v30
F1190,European_bat_lyssavirus_2,Myotis_daubentonii,L464,wild,Isolation,2,Calisher et al. 2006,M,v30
KJO029,Nipah_virus,Myotis_daubentonii,KJO029,wild,Antibodies,0,Li et al. 2008. EID,E,v30
F1255,Rabies_virus,Myotis_evotis,L775,wild,PCR,2,Blanton et al. 2008,M,v30
F1259,Rabies_virus,Myotis_grisescens,L803,wild,PCR,2,Blanton et al. 2008,M,v30
F1147,California_encephalitis_virus,Myotis_keenii,L286,wild,Antibodies,0,Main 1979,M,v30
F1173,Eastern_equine_encephalitis_virus,Myotis_keenii,L368,wild,Antibodies,0,Main 1979,M,v30
F1264,Rabies_virus,Myotis_keenii,L811,wild,Isolation,2,Main 1979,M,v30
Luis468,Rabies_virus,Myotis_leibii,,wild,Isolation,2,[421],,v30
F1463,Rabies_virus,Myotis_levis,L820,wild,Antigens,0,Martorelli et al. 2009,E,arw
Luis438,Eastern_equine_encephalitis_virus,Myotis_lucifugus,,wild,Antibodies,0,Sulkin & Allen 1974,,v30
F1223,Montana_myotis_leukoencephalitis_virus,Myotis_lucifugus,L664,wild,Isolation,2,Calisher et al. 2006,M,v30
F1270,Rabies_virus,Myotis_lucifugus,L834,wild,PCR,2,Blanton et al. 2008,M,v30
F543,St._Louis_encephalitis_virus,Myotis_lucifugus,NW920,wild,Antibodies,0,Herbold et al. 1983 ,M,v30
F1347,West_Nile_virus,Myotis_lucifugus,L1181,wild,Antibodies,0,Pilipski et al. 2004,M,v30
Luis163,Japanese_encephalitis_virus,Myotis_macrodactylus,,wild,Antibodies,0,Miura et al. 1970,,v30
F1182,European_bat_lyssavirus_1,Myotis_myotis,L424,wild,PCR,2,Serra-Cobo et al. 2002,M,v30
F1616,European_bat_lyssavirus_2,Myotis_myotis,NA,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis164,Japanese_encephalitis_virus,Myotis_mystacinus,,wild,Antibodies,0,Miura et al. 1970,,v30
F1209,Khujand_virus,Myotis_mystacinus,L586,wild,Isolation,2,Calisher et al. 2006,M,v30
F1184,European_bat_lyssavirus_1,Myotis_nattereri,L428,wild,PCR,2,Serra-Cobo et al. 2002,M,v30
F1617,European_bat_lyssavirus_2,Myotis_nattereri,NA,wild,Isolation,2,Calisher et al. 2006,M,v30
F1162,Dengue_virus,Myotis_nigricans,L342,wild,PCR,2,Aguilar-Setien et al. 2008,M,v30
F1275,Rabies_virus,Myotis_nigricans,L862,wild,Isolation,2,Cisterna et al. 2005,E,v30
F1330,Venezuelan_equine_encephalitis_virus,Myotis_nigricans,L1087,wild,Antibodies,0,Seymour et al. 1978,M,v30
KJO028,Nipah_virus,Myotis_pilosus,KJO028,wild,Antibodies,0,Li et al. 2008. EID,E,v30
Luis488,Rabies_virus,Myotis_riparius,,wild,PCR,2,da Rosa et al. 2011,,v30
Luis049,California_encephalitis_virus,Myotis_septentrionalis,,wild,Antibodies,0,,,arw
Luis099,Eastern_equine_encephalitis_virus,Myotis_septentrionalis,,wild,Antibodies,0,,,arw
F1283,Rabies_virus,Myotis_septentrionalis,L910,wild,PCR,2,Blanton et al. 2008,M,v30
F1348,West_Nile_virus,Myotis_septentrionalis,L1183,wild,Antibodies,0,Pilipski et al. 2004,M,v30
F1286,Rabies_virus,Myotis_thysanodes,L922,wild,Antibodies,0,Constantine et al. 1979,E,v30
F1288,Rabies_virus,Myotis_velifer,L925,wild,PCR,2,Blanton et al. 2008,M,v30
Luis469,Rabies_virus,Myotis_volans,,wild,Antibodies,0,[440],,v30
F1208,Kern_Canyon_virus,Myotis_yumanensis,L585,wild,Isolation,2,Calisher et al. 2006,M,v30
F1290,Rabies_virus,Myotis_yumanensis,L930,wild,PCR,2,Blanton et al. 2008,M,v30
F1362,Human_picobirnavirus,Myrmecophaga_tridactyla,V1111,captive,PAGE,0,Haga et al. 1999,arw,arw
F312,Akabane_virus,Nanger_granti,NW31,wild,Antibodies,0,Davies et al. 1985,M,v30
F160,Bluetongue_virus,Nanger_granti,NW97,wild,Antibodies,0,Williams et al. 2001,M,v30
F1394,Foot-and-mouth_disease_virus,Nanger_granti,NW427,wild,Antibodies,0,Weaver et al. 2013,arw,arw
OIE79,Vesicular_stomatitis_Indiana_virus,Nasua_narica,,wild,plaque reduction neutralization,1,Tesh et al. 1969,OIE,v30
Luis484,Dengue_virus,Natalus_stramineus,,wild,PCR,2,Aguilar-Setien et al. 2008,,v30
F1142,Bimiti_virus,Natalus_tumidirostris,L252,wild,Antibodies,0,Price 1978,M,v30
F1639,Ilheus_virus,Natalus_tumidirostris,NA,wild,Antibodies,0,Price et al. 1978,M,v30
Luis317,Rio_Bravo_virus,Natalus_tumidirostris,,wild,Antibodies,0,[364],,v30
F1307,St._Louis_encephalitis_virus,Natalus_tumidirostris,L1025,wild,Antibodies,0,Price 1978,M,v30
Luis350,Tamana_bat_virus,Natalus_tumidirostris,,wild,Antibodies,0,Price 1978,,v30
F676,Amapari_virus,Neacomys_guianae,NW34,wild,Isolation,2,Abraham et al. 2009,M,v30
F680,Amapari_virus,Neacomys_spinosus,NW35,wild,Isolation,2,Abraham et al. 2009,M,v30
F1438,Pampa_virus,Necromys_amoenus,NW710,wild,PCR,2,"Lozano,M.E. Detection of a novel arenavirus from Argentina Genbank",W,kjo
F888,Andes_virus,Necromys_benefactus,NW41,wild,PCR,2,Chu et al. 2006 ,M,v30
Luis445,Oliveros_virus,Necromys_benefactus,,wild,Isolation,2,[216],,v30
Luis010,Andes_virus,Necromys_lasiurus,,wild,PCR,2,Suzuki et al. 2004,,v30
F836,Andes_virus,Necromys_obscurus,NW38,wild,PCR,2,Levis et al. 1997,arw,arw
Luis172,Junin_virus,Necromys_obscurus,,wild,Isolation,2,Mills et al. 1991,,v30
Luis470,Junin_virus,Necromys_obscurus,,wild,Isolation,2,Mills et al. 1991,,v30
KJO055,Oliveros_virus,Necromys_obscurus,KJO055,wild,Isolation,2,Mills et al. 1996 ; or Gonzalez et al. 2007 ,E,v30
Luis011,Andes_virus,Nectomys_squamipes,,wild,Antibodies,0,Chu et al. 2003,arw,arw
KJO206,Caraparu_virus,Nectomys_squamipes,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO211,Catu_virus,Nectomys_squamipes,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO220,Guama_virus,Nectomys_squamipes,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO237,Marituba_virus,Nectomys_squamipes,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
KJO240,Oriboca_virus,Nectomys_squamipes,,wild,Isolation,2," Shope, R. E., J. P. Woodall, and A. P. A. Travassos da Rosa. 1988. The epidemiology of disease caused by viruses in group C and Guam_ (Bunyaviridae), p. 37-52. In T. P. Monath (ed.), The arboviruses: epidemiology and ecology. CRC Press, Inc., Boca Raton, Fla.",kjo,v30
Luis493,Whitewater_Arroyo_virus,Neotoma_albigula,,wild,Isolation,2,"[144, Fulhorst et al. 1996",,v30
Luis494,Colorado_tick_fever_virus,Neotoma_cinerea,,wild,Antibodies,0,Bowen et al. 1981,,v30
Luis407,Whitewater_Arroyo_virus,Neotoma_cinerea,,wild,Isolation,2,"[144, Fulhorst et al. 2001",,v30
Luis299,Rabies_virus,Neotoma_floridana,,wild,Antibodies,0,Childs et al. 1997,,arw
Luis060,Colorado_tick_fever_virus,Neotoma_fuscipes,,wild,Antibodies,0,"Lane et al. 1982; Emmons, 1994",arw,arw
F544,St._Louis_encephalitis_virus,Neotoma_fuscipes,NW921,wild,Antibodies,0,Sabattini et al. 1965,M,v30
Luis408,Whitewater_Arroyo_virus,Neotoma_fuscipes,,wild,Antibodies,0,Bennett et al.  2000,,v30
F983,Sin_Nombre_virus,Neotoma_lepida,NW883,wild,PCR,2,Dearing et al. 1999,M,v30
Luis355,Tamiami_virus,Neotoma_lepida,,wild,Antibodies,0,Kosoy et al. 1996,,v30
KJO044,Bear_Canyon_virus,Neotoma_macrotis,KJO044,wild,Isolation,2,"Cajimat et al. 2007, Virology",E,v30
Luis263,Pichinde_virus,Neotoma_stephensi,,wild,Antibodies,0,[219],,v30
F1023,Aleutian_mink_disease_virus,Neovison_vison,MP747,domestic,PCR,2,Manas et al. 2001,E,v30
F719,Influenza_A_virus,Neovison_vison,NW553,domestic,Isolation,2,Gagnon et al. 2009,M,v30
KJO259,Mink_astrovirus,Neovison_vison,,domestic,PCR,2,"Mittelholzer, C., K. O. Hedlund, L. Englund, H. H. Dietz, and L. Svensson. 2003. Molecular characterization of a novel astrovirus associated with disease in mink. Journal of General Virology 84:3087-3094.",kjo,v30
KJO262,Mink_calicivirus,Neovison_vison,,domestic,Isolation,2,"Yang B, Wang F, Zhang S, Xu G, Wen Y, Li J, Yang Z, Wu H. Complete genome sequence of a mink calicivirus in China. J Virol. 2012 Dec;86(24):13835. doi: 10.1128/JVI.02582-12.",kjo,v30
KJO260,Mink_enteric_sapovirus,Neovison_vison,,domestic,Isolation,2,"Guo M, Evermann JF, Saif LJ (2001) Detection and molecular characterization of cultivable caliciviruses from clinically normal mink and enteric caliciviruses associated with diarrhea in mink. Arch Virol 146:479_493",kjo,v30
F687,Flexal_virus,Nephelomys_albigularis,NW392,wild,Isolation,2,Gonzalez et al. 2007 ,E,v30
Luis447,Pichinde_virus,Nephelomys_albigularis,,wild,Isolation,2,"[144, 109, 218]",,v30
F47,Hantaan_virus,Niviventer_confucianus,V981,wild,Isolation,2,Wang et al. 2000,M,v30
F131,Simian_foamy_virus,Nomascus_leucogenys,V1601,wild,Isolation,2,Hussain et al. 2003,M,v30
F1168,Duvenhage_virus,Nyctalus_noctula,L352,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis485,European_bat_lyssavirus_1,Nyctalus_noctula,,wild,Isolation,2,Muller et al. 2007,,v30
Luis439,European_bat_lyssavirus_2,Nyctalus_noctula,,wild,Isolation,2,[403],,v30
F1,Influenza_A_virus,Nyctalus_noctula,V1121,wild,Isolation,2,Calisher et al. 2006,M,v30
Luis471,Issyk-Kul_virus,Nyctalus_noctula,,wild,Isolation,2,"Calisher et al. 2006, Lvov et al. 1973",,v30
Luis300,Rabies_virus,Nyctalus_noctula,,wild,Isolation,2,Selimov et al. 1991,,arw
F1527,Rabies_virus,Nyctereutes_procyonoides,NA,wild,PCR,2,Kuzmin et al. 2004,M,v30
,Rotavirus_A,Nyctereutes_procyonoides,,wild,PCR,2,Abe et al. 2010,arw,arw
F73,Severe_acute_respiratory_syndrome-related_coronavirus,Nyctereutes_procyonoides,V1579,wild,Antibodies,0,Tu et al. 2004,M,v30
F1191,Chobar_Gorge_virus,Nycteris_gambiensis,L479,wild,Isolation,2,Calisher et al. 2006,M,v30
F1211,Lagos_bat_virus,Nycteris_gambiensis,L597,wild,Isolation,2,Calisher et al. 2006,M,v30
F1302,Saboya_virus,Nycteris_gambiensis,L972,wild,Isolation,2,Calisher et al. 2006,M,v30
F651,Chobar_Gorge_virus,Nycteris_nana,NW218,wild,Isolation,2,Konstantinov et al. 2006 ,NA,v30
F1170,Duvenhage_virus,Nycteris_thebaica,L354,wild,Isolation,2,Harris et aL. 2006,M,v30
F430,Bakau_virus,Nycticebus_coucang,NW61,wild,Antibodies,0,"Beran & Steele  Handbook of Zoonoses: Viral, CRC Press 1994 pg. 253-254",B,v30
F1261,Rabies_virus,Nycticeius_humeralis,L806,wild,PCR,2,Blanton et al. 2008,M,v30
F1265,Rabies_virus,Nyctinomops_laticaudatus,L817,wild,Isolation,2,Cunha et al. 2010,M,v30
F1271,Rabies_virus,Nyctinomops_macrotis,L846,wild,Isolation,2,Passos et al. 1998,M,v30
F217,Canine_adenovirus,Odobenus_rosmarus,NW186,wild,Antibodies,0,Philippa 2004,M,v30
F1071,Influenza_A_virus,Odobenus_rosmarus,MP548,wild,Antibodies,0,Calle et al. 2002,E,v30
KJO274,Walrus_calicivirus,Odobenus_rosmarus,,wild,Isolation,2,"Ganova-Raeva L, Smith AW, Fields H, Khudyakov Y. New Calicivirus isolated from walrus. Virus Res. 2004 Jun 15;102(2):207-13. PubMed PMID: 15084403.",kjo,v30
F581,Bluetongue_virus,Odocoileus_hemionus,NW99,wild,Antibodies,0,"Dubay, Rosenstock et al. 2006",M,v30
F819,Bovine_viral_diarrhea_virus_1,Odocoileus_hemionus,NW164,wild,Isolation,2,Van Campen et al. 2001,M,v30
F1378,Deer_adenovirus,Odocoileus_hemionus,NW274,wild,Isolation,2,Woods et al. 1996,arw,arw
