"","sourceOccurrenceId","sourceTaxonId","sourceTaxonName","sourceTaxonOrder","sourceTaxonFamily","sourceTaxonGenus","sourceBodyPartId","sourceBodyPartName","sourceLifeStageId","sourceLifeStageName","interactionTypeId","interactionTypeName","targetOccurrenceId","targetTaxonId","targetTaxonName","targetTaxonOrder","targetTaxonFamily","targetTaxonGenus","targetBodyPartId","targetBodyPartName","targetLifeStageId","targetLifeStageName","localityId","localityName","decimalLatitude","decimalLongitude","observationDateTime","referenceDoi","referenceUrl","referenceCitation"
"1571","","","Lagos bat virus","Mononegavirales","Rhabdoviridae","Lyssavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Micropteropus pusillus","CHIROPTERA","PTEROPODIDAE","Micropteropus","","","","","","","","","","","","Calisher CH, Childs JE, Field HE, Holmes KV, and Schountz T (2006). Bats: Important reservoir hosts of emerging viruses. Clinical microbiology reviews 19:531-+."
"1572","","","Rift Valley fever virus","Unassigned","Bunyaviridae","Phlebovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Micropteropus pusillus","CHIROPTERA","PTEROPODIDAE","Micropteropus","","","","","","","","","","","","Calisher CH, Childs JE, Field HE, Holmes KV, and Schountz T (2006). Bats: Important reservoir hosts of emerging viruses. Clinical microbiology reviews 19:531-+."
"1573","","","Zaire ebolavirus","Mononegavirales","Filoviridae","Ebolavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Micropteropus pusillus","CHIROPTERA","PTEROPODIDAE","Micropteropus","","","","","","","","","","","","Leroy EM,  Rouquet P, Formenty P, Souquire S, Kilbourne A, Froment JM, Bermejo M, Smit S, Karesh W, Swanepoel R, Zaki SR (2004). Multiple Ebola virus transmission events and rapid decline of central African wildlife. Science 303:628-628."
"1574","","","Cowpox virus","Unassigned","Poxviridae","Orthopoxvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","",NA
"1575","","","Ectromelia virus","Unassigned","Poxviridae","Orthopoxvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Kaplan C, Healing TD, Evans N, Healing L, and Prior A (1980). Evidence Of Infection By Viruses In Small British Field Rodents. journal of Hygiene 84:285-294."
"1576","","","Encephalomyocarditis virus","Picornavirales","Picornaviridae","Cardiovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Kaplan C, Healing TD, Evans N, Healing L, and Prior A (1980). Evidence Of Infection By Viruses In Small British Field Rodents. journal of Hygiene 84:285-294."
"1577","","","Ljungan virus","Picornavirales","Picornaviridae","Parechovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Salisbury AM, Begon M, Dove W, Niklasson B, and Stewart JP (2014). Ljungan virus is endemic in rodents in the UK. Archives of Virology 159:547-551."
"1578","","","Lymphocytic choriomeningitis virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Kaplan C, Healing TD, Evans N, Healing L, and Prior A (1980). Evidence Of Infection By Viruses In Small British Field Rodents. journal of Hygiene 84:285-294."
"1579","","","Murid herpesvirus 4","Herpesvirales","Herpesviridae","Rhadinovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Ehlers B, Kuchler J, Yasmum N, Dural G, Voigt S, Schmidt-Chanasit J, et al. (2007). Identification of novel rodent herpesviruses, including the first gammaherpesvirus of Mus musculus. Journal of virology 81:8091-8100."
"1580","","","Murine pneumonia virus","Mononegavirales","Paramyxoviridae","Pneumovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Kaplan C, Healing TD, Evans N, Healing L, and Prior A (1980). Evidence Of Infection By Viruses In Small British Field Rodents. journal of Hygiene 84:285-294."
"1581","","","Sendai virus","Mononegavirales","Paramyxoviridae","Respirovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Kaplan C, Healing TD, Evans N, Healing L, and Prior A (1980). Evidence Of Infection By Viruses In Small British Field Rodents. journal of Hygiene 84:285-294."
"1582","","","Tick-borne encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Achazi K, Ruzek D, Donoso-Mantke O, Schlegel M, Ali HS, Wenk M, et al. (2011). Rodents as Sentinels for the Prevalence of Tick-Borne Encephalitis Virus. Vector-Borne and Zoonotic Diseases 11:641-647."
"1583","","","Tula virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus agrestis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Schmidt-Chanasit J, Essbauer S, Petraityte R, Yoshimatsu K, Tackmann K, Conraths FJ, et al. (2010). Extensive Host Sharing of Central European Tula Virus. Journal of virology 84:459-474."
"1584","","","California encephalitis virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus arvalis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Mitchell CJ, Lvov SD, Savage HM, Calisher CH, Smith GC, Lvov DK, et al. (1993). Vector And Host Relationships Of California Serogroup Viruses In Western Siberia. American Journal of Tropical Medicine and Hygiene 49:53-62."
"1585","","","Encephalomyocarditis virus","Picornavirales","Picornaviridae","Cardiovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus arvalis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Billinis C (2009). Encephalomyocarditis Virus Infection in Wildlife Species in Greece. Journal of wildlife diseases 45:522-526."
"1586","","","Lymphocytic choriomeningitis virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus arvalis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Tagliapietra V, Rosa R, Hauffe HC, Laakkonen J, Voutilainen L, Vapalahti O, et al. (2009). Spatial and Temporal Dynamics of Lymphocytic Choriomeningitis Virus in Wild Rodents, Northern Italy. Emerging infectious diseases 15:1019-1025."
"1587","","","Murid herpesvirus 1","Herpesvirales","Herpesviridae","Muromegalovirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus arvalis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Mistrikova J, and Blaskovic D (1985). Ecology of the murine aphaherpesvirus and its isolation from lungs of rodents in cell culture. Acta virologica 29:312-317."
"1588","","","Tick-borne encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus arvalis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","",NA
"1589","","","Tula virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus arvalis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Schlegel M, Kindler E, Essbauer SS, Wolf R, Thiel J, Groschup MH, et al. (2012). Tula Virus Infections in the Eurasian Water Vole in Central Europe. Vector-Borne and Zoonotic Diseases 12:503-513."
"1590","","","Colorado tick fever virus","Unassigned","Reoviridae","Coltivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus californicus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Emmons RW (1994). Colorado Tick Fever. in G. W. Beran, editor. Handbook of Zoonoses, Second Edition, Viral Zoonoses."
"1591","","","Isla Vista virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus californicus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Song WM, Torrezmartinez N, Irwin W, Harrison FJ, Davis R, Ascher M, et al. (1995). Isla Vista Virus - A Genetically Novel Hantavirus Of The California Vole Microtus-Californicus. Journal of General Virology 76:3195-3199."
"1592","","","Prospect Hill virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus californicus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Yanagihara R, Daum CA, Lee PW, Baek LJ, Amyx HL, Gajdusek DC, et al. (1987). Serological survey of Prospect Hill virus-Infection in indigenous wild rodents in the USA Transactions of the Royal Society of Tropical Medicine and Hygiene 81:42-45."
"1593","","","Sin Nombre virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus californicus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Bennett SG, Webb JP, Madon MB, Childs JE, Ksiazek TG, Torrez-Martinez N, et al. (1999). Hantavirus (Bunyaviridae) infections in rodents from Orange and San Diego Counties, California. American Journal of Tropical Medicine and Hygiene 60:75-84."
"1594","","","St. Louis encephalitis virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus californicus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Hardy JL, Reeves WC, Scrivani RP, and Roberts DR (1974). Wild mammals as hosts of group A and group B arboviruses in Kern County, California. A five-year serologic and virologic survey. The American journal of tropical medicine and hygiene 23:1165-1177."
"1595","","","Volepox virus","Unassigned","Poxviridae","Orthopoxvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus californicus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Regnery DC (1987). Isolation And Partial Characterization Of An Orthopoxvirus From A California Vole (Microtus-Californicus). Archives of Virology 94:159-162."
"1596","","","Khabarovsk virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus fortis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Horling J, Chizhikov V, Lundkvist A, Jonsson M, Ivanov L, Dekonenko A, et al. (1996). Khabarovsk virus: A phylogenetically and serologically distinct Hantavirus isolated from Microtus fortis trapped in far-east Russia. Journal of General Virology 77:687-694."
"1597","","","Seoul virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus fortis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Weng J, Xie R, Yao P, Li MH, Xu F, Lu Y, et al. (2008). Molecular characterization of hantavirus Zhejiang isolate Z10 strain from M. fartis. Chinese Journal of Experimental Clinical Virology 22."
"1598","","","California encephalitis virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus gregalis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Mitchell CJ, Lvov SD, Savage HM, Calisher CH, Smith GC, Lvov DK, et al. (1993). Vector And Host Relationships Of California Serogroup Viruses In Western Siberia. American Journal of Tropical Medicine and Hygiene 49:53-62."
"1599","","","Omsk hemorrhagic fever virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus gregalis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Shope RE (2003). Epidemiology of other arthropod-borne flaviviruses infecting humans. Advances in Virus Research 16:373-391."
"1600","","","Lymphocytic choriomeningitis virus","Unassigned","Arenaviridae","Arenavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus levis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Tagliapietra V, Rosa R, Hauffe HC, Laakkonen J, Voutilainen L, Vapalahti O, et al. (2009). Spatial and Temporal Dynamics of Lymphocytic Choriomeningitis Virus in Wild Rodents, Northern Italy. Emerging infectious diseases 15:1019-1025."
"1601","","","Tula virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus levis","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Schlegel M, Kindler E, Essbauer SS, Wolf R, Thiel J, Groschup MH, et al. (2012). Tula Virus Infections in the Eurasian Water Vole in Central Europe. Vector-Borne and Zoonotic Diseases 12:503-513."
"1602","","","Khabarovsk virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus maximowiczii","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Cong ML, Guo WP, Wang JB, Wang W, Zhou RH, Li MH, et al. (2012). Genetic characteristics of hantaviruses carried by Microtus maximowixzii in Yakeshi of Inner Mongolia, China. Zhonghua Liu Xing Bing Xue Za Zhi 33:832-835."
"1603","","","Sin Nombre virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus ochrogaster","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","",NA
"1604","","","Borna disease virus","Mononegavirales","Bornaviridae","Bornavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus oeconomus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Kinnunen PM, Billich C, Ek-Kommonen C, Henttonen H, Kallio RKE, Niemimaa J, et al. (2007). Serological evidence for Borna disease virus infection in humans, wild rodents and other vertebrates in Finland. Journal of Clinical Virology 38:64-69."
"1605","","","California encephalitis virus","Unassigned","Bunyaviridae","Orthobunyavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus oeconomus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Mitchell CJ, Lvov SD, Savage HM, Calisher CH, Smith GC, Lvov DK, et al. (1993). Vector And Host Relationships Of California Serogroup Viruses In Western Siberia. American Journal of Tropical Medicine and Hygiene 49:53-62."
"1606","","","Cowpox virus","Unassigned","Poxviridae","Orthopoxvirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus oeconomus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Lvov S, Gromashevsky V, Marennikova S, Bogoyavlensky G, Bailuk F, Butenko A, et al. (1988). Isolation of a poxvirus (Poxviridae, Orthopoxvirus, cowpox complex) from root voles (Microtus oeconomus Pal 1776) in the Kolsky peninsula forest-tundra. Pages 92-94 in. GOSUDARSTVENNOE IZDATELSTVO MEDITSINSKOI LITERATURY PETROVKA 12, MOSCOW, RUSSIA."
"1607","","","Khabarovsk virus","Unassigned","Bunyaviridae","Hantavirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus oeconomus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Plyusnina A, Laakkonen J, Niemimaa J, Nemirov K, Muruyeva G, Pohodiev B, et al. (2008). Genetic analysis of hantaviruses carried by Myodes and Microtus rodents in Buryatia. Virology journal 5."
"1608","","","Omsk hemorrhagic fever virus","Unassigned","Flaviviridae","Flavivirus","","","","","http://purl.obolibrary.org/obo/RO_0002556","pathogen of","","","Microtus oeconomus","RODENTIA","CRICETIDAE","Microtus","","","","","","","","","","","","Acha P, and Szyfres B (2003). Zoonoses and Communicable Diseases Common to Man and Animals, volume II. Chlamydioses, Rickettsioses, and Viroses. . in, Pan American Health Organization, Washington, D.C."
