,vVirusNameCorrected,IsHoSa.stringent,IsHoSa,seq,vNum,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vPubMedCites,vWOKcites,vICTVnumber,vDNAoRNA,vSSoDS,vSegmented01,vSegmentedTF,vCytoReplic01,vCytoReplicTF,vVectorYNna,vBrdth.medianPD.cytb,vBrdth.meanPD.cytb,vBrdth.minPD.cytb,vBrdth.maxPD.cytb,vBrdth.iqrPD.cytb,vBrdth.sdPD.cytb,vBrdth.medianPD.ST,vBrdth.meanPD.ST,vBrdth.minPD.ST,vBrdth.maxPD.ST,vBrdth.iqrPD.ST,vBrdth.sdPD.ST,vBrdth.medianPD.ST.stringent,vBrdth.meanPD.ST.stringent,vBrdth.minPD.ST.stringent,vBrdth.maxPD.ST.stringent,vBrdth.iqrPD.ST.stringent,vBrdth.sdPD.ST.stringent,vBrdth.medianPD.cytb.stringent,vBrdth.meanPD.cytb.stringent,vBrdth.minPD.cytb.stringent,vBrdth.maxPD.cytb.stringent,vBrdth.iqrPD.cytb.stringent,vBrdth.sdPD.cytb.stringent,NumHosts,IsZoonotic,NumHosts.stringent,IsZoonotic.stringent,vEnvelope
403,Palyam_virus,1,1,406,317,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,NA,NA,19200,11,6,00.060.0.02.015.,RNA,DS,1,TRUE,1,TRUE,Y,0.478036482,0.452736417,0.12162044,0.745670829,0.484900033,0.27120699,122.7,118.4333333,27.4,192.4,141.5333333,81.56385637,122.7,118.4333333,27.4,192.4,141.5333333,81.56385637,0.478036482,0.452736417,0.12162044,0.745670829,0.484900033,0.27120699,4,1,4,1,non-enveloped
404,Pampa_virus,0,0,407,45,Unassigned,Arenaviridae,,Arenavirus,Tentative in genus,NA,NA,7400,1,1,,RNA,SS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
405,Parainfluenza_virus_5,1,1,408,260,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,NA,NA,15246,91,55,,RNA,SS,0,FALSE,1,TRUE,NA,0.387936382,0.295390423,0.092335921,0.405898964,0.261302536,0.17607956,70.6,51.93333333,14.6,70.6,46.66666667,32.33161507,70.6,51.93333333,14.6,70.6,46.66666667,32.33161507,0.387936382,0.295390423,0.092335921,0.405898964,0.261302536,0.17607956,3,1,3,1,enveloped
406,Parana_virus,0,0,409,46,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10494,4,2,,RNA,SS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
407,Parapoxvirus_of_red_deer_in_New_Zealand,0,0,410,463,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,NA,NA,NA,4,4,,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
408,Patois_virus,0,1,411,98,Unassigned,Bunyaviridae,,Orthobunyavirus,0,12300,12450,12375,2,2,00.011.0.01.038.,RNA,SS,1,TRUE,1,TRUE,Y,0.782114952,0.748139969,0.169734978,1.11294691,0.237229944,0.184947701,192.4,211.56,36.8,294.2,115.2333333,65.61016633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,1,0,enveloped
409,Peruvian_horse_sickness_virus,0,0,412,444,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,NA,NA,1071,2,2,,RNA,DS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
410,Peste-des-petits-ruminants_virus,0,0,413,249,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,NA,NA,15948,260,305,,RNA,SS,0,FALSE,1,TRUE,N,0.251371206,0.284664266,0.091183433,0.557695732,0.091877328,0.125656518,53,60.74222222,12.2,131.6,9.4,37.24934709,43.6,62.40714286,12.2,131.6,64.7,42.22270697,0.265098559,0.293329879,0.091183433,0.557695732,0.212932684,0.143723874,10,0,8,0,enveloped
411,Phnom_Penh_bat_virus,0,0,414,173,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,NA,2,3,,RNA,SS,0,FALSE,1,TRUE,N,0.301660571,0.301660571,0.301660571,0.301660571,0,NA,50.2,50.2,50.2,50.2,0,NA,50.2,50.2,50.2,50.2,0,NA,0.301660571,0.301660571,0.301660571,0.301660571,0,NA,2,0,2,0,enveloped
412,Phocid_herpesvirus_1,0,0,415,203,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,NA,NA,NA,13,13,,DNA,DS,0,FALSE,0,FALSE,N,0.152459427,0.148802774,0.09248255,0.18635996,0.067003514,0.034590187,45.6,35.76,17.8,45.6,22.08333333,12.86020563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0,enveloped
413,Phocine_distemper_virus,0,0,416,250,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,NA,NA,NA,140,150,,RNA,SS,0,FALSE,1,TRUE,N,0.114584973,0.10664588,0.04750681,0.128095998,0.017535879,0.029654491,21.1,19.33333333,7.6,24,6.683333333,6.412071948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,NA,0,enveloped
414,Phocoena_spinipinnis_papillomavirus,0,0,417,536,Unassigned,Papillomaviridae,,Omikronpapillomavirus,1,NA,NA,7879,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
415,Pichinde_virus,0,1,418,47,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10416,157,144,00.003.0.01.015.,RNA,SS,1,TRUE,1,TRUE,N,0.711711343,0.680418828,0.510378211,0.81916693,0.257323933,0.156754695,130.1,122.8,32.6,183.8,111.05,68.70947533,32.6,32.6,32.6,32.6,0,NA,NA,NA,NA,NA,NA,NA,4,1,2,0,enveloped
416,Pig-tailed_macaque_parvovirus,0,0,419,537,Unassigned,Parvoviridae,Parvovirinae,Erythrovirus,0,NA,NA,NA,0,0,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
417,Pirital_virus,0,0,420,48,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10482,11,15,00.003.0.01.016.,RNA,SS,1,TRUE,1,TRUE,N,0.469517499,0.469517499,0.469517499,0.469517499,0,NA,45.6,45.6,45.6,45.6,0,NA,45.6,45.6,45.6,45.6,0,NA,0.469517499,0.469517499,0.469517499,0.469517499,0,NA,2,0,2,0,enveloped
418,Piry_virus,1,1,421,369,Mononegavirales,Rhabdoviridae,,Vesiculovirus,0,NA,NA,NA,18,22,,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
419,Pixuna_virus,0,1,422,388,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11344,13,6,00.073.0.01.020.,RNA,SS,0,FALSE,1,TRUE,Y,0.831589424,0.839330471,0.824676355,0.861725633,0.030874398,0.019700383,183.8,177.4666667,164.8,183.8,15.83333333,10.96965511,164.8,164.8,164.8,164.8,0,NA,0.831589424,0.831589424,0.831589424,0.831589424,0,NA,3,1,2,0,enveloped
420,Poliovirus,1,1,423,280,Picornavirales,Picornaviridae,,Enterovirus,1,NA,NA,7440,13829,8538,00.052.0.01.001.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
421,Pongine_herpesvirus_1,0,0,424,426,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,NA,NA,170000,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
422,Pongine_herpesvirus_2,0,0,425,427,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,NA,NA,NA,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
423,Pongine_herpesvirus_3,0,0,426,428,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Lymphocryptovirus,0,NA,NA,NA,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
424,Pongine_herpesvirus_4,0,0,427,417,Herpesvirales,Herpesviridae,Betaherpesvirinae,Cytomegalovirus,0,NA,NA,241087,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
425,Porcine_adenovirus_A,0,0,428,24,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,34094,1,104,00.001.0.01.017.,DNA,DS,0,FALSE,0,FALSE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
426,Porcine_adenovirus_B,0,0,429,25,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,NA,1,1,00.001.0.01.018.,DNA,DS,0,FALSE,0,FALSE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
427,Porcine_adenovirus_C,0,0,430,26,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,32621,1,1,00.001.0.01.019.,DNA,DS,0,FALSE,0,FALSE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
428,Porcine_astrovirus,0,0,431,60,Unassigned,Astroviridae,,Mamastrovirus,0,NA,NA,NA,9,6,00.005.0.01.007.,RNA,SS,0,FALSE,1,TRUE,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
429,Porcine_circovirus-1,0,0,432,133,Unassigned,Circoviridae,,Circovirus,1,NA,NA,1758,11,11,00.016.0.01.001.,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
430,Porcine_circovirus-2,0,0,433,134,Unassigned,Circoviridae,,Circovirus,0,NA,NA,1768,156,184,00.016.0.01.005.,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
431,Porcine_enteric_sapovirus,0,0,434,538,Unassigned,Caliciviridae,,Sapovirus,Tentative in genus,NA,NA,7342,1,2,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
432,Porcine_enterovirus_A,0,0,435,453,Picornavirales,Picornaviridae,,Enterovirus,0,7491,7572,7531.5,1,1,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
433,Porcine_enterovirus_B,0,0,436,452,Picornavirales,Picornaviridae,,Enterovirus,0,7388,7393,7390.5,5,5,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
434,Porcine_epidemic_diarrhea_virus,0,0,437,135,Nidovirales,Coronaviridae,Coronavirinae,Alphacoronavirus,0,NA,NA,28033,108,105,03.019.0.01.008.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
435,Porcine_hemagglutinating_encephalomyelitis_virus,0,0,438,145,Nidovirales,Coronaviridae,,Coronavirus,0,NA,NA,30480,18,14,03.019.0.01.009.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
436,Porcine_parvovirus,0,0,439,539,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,0,5516,5805,5660.5,478,551,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
437,Porcine_reproductive_and_respiratory_syndrome_virus,0,0,440,54,Nidovirales,Arteriviridae,,Arterivirus,0,15347,15352,15349.5,1249,1651,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
438,Porcine_rubulavirus,0,0,441,261,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Rubulavirus,0,NA,NA,15180,30,35,,RNA,SS,0,FALSE,1,TRUE,N,0.645365015,0.645365015,0.645365015,0.645365015,0,NA,171.2,171.2,171.2,171.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,enveloped
439,Porcine_teschovirus,0,0,442,455,Picornavirales,Picornaviridae,,Teschovirus,1,NA,NA,7117,44,51,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
440,Porcine_torovirus,0,0,443,540,Nidovirales,Coronaviridae,Torovirinae,Torovirus,0,NA,NA,1278,11,11,,RNA,SS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
441,Porcine_type-C_oncovirus,0,0,444,541,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,0,NA,NA,NA,0,0,,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
442,Possum_adenovirus,0,0,445,5,Unassigned,Adenoviridae,,Atadenovirus,0,NA,NA,NA,3,3,00.001.0.03.007.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
443,Powassan_virus,1,1,446,174,Unassigned,Flaviviridae,,Flavivirus,0,10746,10839,10792.5,97,162,,RNA,SS,0,FALSE,1,TRUE,Y,0.64279365,0.57513743,0,0.845733414,0.221875576,0.186470506,165.2,127.9490909,0,183.8,84.8,58.69049034,174.5,160.3666667,80.4,183.8,25.66666667,40.22127132,0.694181824,0.686484816,0.495198402,0.806311166,0.138273474,0.109879245,11,1,4,1,enveloped
444,Primate_T-lymphotropic_virus_1,0,1,447,332,Unassigned,Retroviridae,Orthoretrovirinae,Deltaretrovirus,0,NA,NA,9028,4,1,,RNA,SS,0,FALSE,0,FALSE,N,0.386379038,0.359518529,0.055560991,0.648691445,0.357872516,0.213068587,30.2,35.06909091,10.6,70.6,2.2,18.30657515,30.2,28.59047619,15,32.4,2.6,6.199185814,0.582807667,0.398950993,0.056101034,0.648691445,0.500197748,0.249588922,11,1,7,0,enveloped
445,Primate_T-lymphotropic_virus_2,1,1,448,347,Unassigned,Retroviridae,,Deltaretrovirus,0,NA,NA,NA,2,2,,RNA,SS,0,FALSE,0,FALSE,N,0.122517079,0.122517079,0.122517079,0.122517079,0,NA,17.6,17.6,17.6,17.6,0,NA,17.6,17.6,17.6,17.6,0,NA,0.122517079,0.122517079,0.122517079,0.122517079,0,NA,2,1,2,1,enveloped
446,Primate_T-lymphotropic_virus_3,1,1,449,333,Unassigned,Retroviridae,Orthoretrovirinae,Deltaretrovirus,0,NA,NA,8918,17,1,,RNA,SS,0,FALSE,0,FALSE,N,0.503045102,0.435941648,0.10275437,0.650936492,0.199754855,0.185596395,32.4,48.53333333,17.6,70.6,39.06666667,21.94131567,32.4,48.53333333,17.6,70.6,39.06666667,21.94131567,0.503045102,0.435941648,0.10275437,0.650936492,0.199754855,0.185596395,7,1,7,1,enveloped
447,Prospect_Hill_virus,0,0,450,542,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,6559,31,65,,RNA,SS,1,TRUE,1,TRUE,N,0.359995237,0.332016601,0.158176586,0.452937082,0.154704726,0.099168313,96,69.16,13.8,96,58.11666667,35.39652211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,1,0,enveloped
448,Pseudocowpox_virus,1,1,451,304,Unassigned,Poxviridae,Chordopoxvirinae,Parapoxvirus,0,133169,145289,139229,46,54,,DNA,DS,0,FALSE,1,TRUE,N,0.682652136,0.682652136,0.682652136,0.682652136,0,NA,192.4,192.4,192.4,192.4,0,NA,192.4,192.4,192.4,192.4,0,NA,0.682652136,0.682652136,0.682652136,0.682652136,0,NA,2,1,2,1,enveloped
449,Puma_lentivirus,0,0,452,341,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,NA,NA,NA,20,21,,RNA,SS,0,FALSE,0,FALSE,N,NA,NA,NA,NA,NA,NA,30.8,30.8,30.8,30.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,0,enveloped
450,Punta_Toro_virus,1,1,453,109,Unassigned,Bunyaviridae,,Phlebovirus,0,11400,14700,13050,51,67,00.011.0.04.006.,RNA,SS,1,TRUE,1,TRUE,Y,0.777220034,0.777220034,0.777220034,0.777220034,0,NA,197.4,197.4,197.4,197.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
451,Puumala_virus,1,1,454,69,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,12062,409,395,,RNA,SS,1,TRUE,1,TRUE,N,0.595932318,0.502315351,0.115609665,0.708417416,0.450372675,0.226346973,183.8,124.0133333,9.4,192.4,153.2,82.32133786,183.8,124.0133333,9.4,192.4,153.2,82.32133786,0.595932318,0.502315351,0.115609665,0.708417416,0.450372675,0.226346973,6,1,6,1,enveloped
452,Qalyub_virus,0,0,455,76,Unassigned,Bunyaviridae,,Nairovirus,0,NA,NA,NA,3,3,,RNA,SS,1,TRUE,1,TRUE,Y,0.566006655,0.489936636,0.058444397,0.675500247,0.118884735,0.151088494,96,109.72,30.2,165.2,69.2,44.8942758,96,109.72,30.2,165.2,69.2,44.8942758,0.566006655,0.489936636,0.058444397,0.675500247,0.118884735,0.151088494,6,0,6,0,enveloped
453,Quaranfil_virus,1,1,456,214,Unassigned,Orthomyxoviridae,,Unassigned,0,NA,NA,NA,11,15,,RNA,SS,1,TRUE,NA,NA,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
454,Rabbit_coronavirus,0,0,457,543,Nidovirales,Coronaviridae,,Coronavirus,Tentative in genus,30904,31116,31010,7,5,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
455,Rabbit_fibroma_virus,0,0,458,467,Unassigned,Poxviridae,Chordopoxvirinae,Leporipoxvirus,0,NA,NA,159857,134,59,,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
456,Rabbit_hemorrhagic_disease_virus,0,0,459,128,Unassigned,Caliciviridae,,Lagovirus,1,NA,NA,7437,291,132,00.012.0.02.001.,RNA,SS,0,FALSE,1,TRUE,N,0.636107513,0.544446859,0.331672074,0.665560991,0.278240764,0.184855913,178,138.2666667,58.8,178,99.33333333,68.82015209,178,138.2666667,58.8,178,99.33333333,68.82015209,0.636107513,0.544446859,0.331672074,0.665560991,0.278240764,0.184855913,3,0,3,0,non-enveloped
457,Rabbit_kidney_vacuolating_virus,0,0,460,544,Unassigned,Polyomaviridae,,Polyomavirus,,NA,NA,NA,7,5,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
458,Rabbit_oral_papillomavirus,0,0,461,545,Unassigned,Papillomaviridae,,Kappapapillomavirus,0,NA,NA,7565,13,11,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
459,Rabies_virus,1,1,462,358,Mononegavirales,Rhabdoviridae,,Lyssavirus,1,NA,NA,11932,4483,2953,01.062.0.02.001.,RNA,SS,0,FALSE,1,TRUE,N,0.645252795,0.63564805,0.004860158,1.242264944,0.234266017,0.181717624,171.2,144.2179239,2.8,197.8,50.4,48.27164994,171.2,136.2685567,2.8,197.8,59.4,49.63404093,0.631926546,0.622032964,0.004860158,1.20805593,0.229416373,0.17835094,140,1,97,1,enveloped
460,Racoonpox_virus,0,0,463,460,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,NA,NA,NA,0,1,,DNA,DS,0,FALSE,0,TRUE,N,0.478223747,0.478223747,0.478223747,0.478223747,0,NA,128.2,128.2,128.2,128.2,0,NA,128.2,128.2,128.2,128.2,0,NA,0.478223747,0.478223747,0.478223747,0.478223747,0,NA,2,0,2,0,enveloped
461,Rat_coronavirus,0,0,464,146,Nidovirales,Coronaviridae,,Coronavirus,0,NA,NA,31250,56,32,03.019.0.01.011.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
462,Rat_minute_virus_1,0,0,465,595,Unassigned,Parvoviridae,,Parvovirus,Tentative in genus,NA,NA,NA,1,1,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
463,Rat_parvovirus_1,0,0,466,596,Unassigned,Parvoviridae,,Parvovirus,Tentative in genus,NA,NA,4759,1,1,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
464,Reston_ebolavirus,0,1,467,151,Mononegavirales,Filoviridae,,Ebolavirus,0,18836,18895,18865.5,24,25,,RNA,SS,0,FALSE,1,TRUE,N,0.682792324,0.594884402,0.19546484,0.777780561,0.253893918,0.189322432,192.4,156.98,2.4,192.4,29.58333333,66.07096858,192.4,192.4,192.4,192.4,0,NA,0.733574263,0.733574263,0.733574263,0.733574263,0,NA,5,1,2,0,enveloped
465,Rhesus_macaque_parvovirus,0,0,468,546,Unassigned,Parvoviridae,Parvovirinae,Erythrovirus,0,NA,NA,NA,0,0,,DNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
466,Rhesus_monkey_papillomavirus_1,0,0,469,547,Unassigned,Papillomaviridae,,Alphapapillomavirus,0,NA,NA,8028,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0.092335921,0.092335921,0.092335921,0.092335921,0,NA,14.6,14.6,14.6,14.6,0,NA,14.6,14.6,14.6,14.6,0,NA,0.092335921,0.092335921,0.092335921,0.092335921,0,NA,2,0,2,0,non-enveloped
467,Rift_Valley_fever_virus,1,1,470,110,Unassigned,Bunyaviridae,,Phlebovirus,1,NA,NA,11979,644,459,00.011.0.04.007.,RNA,SS,1,TRUE,1,TRUE,Y,0.556608156,0.515692288,0.111705654,0.783354524,0.198208123,0.162798761,171.2,153.4482213,9,192.4,50,53.92261989,171.2,155.8393939,9,192.4,50,46.69519125,0.541704602,0.520194145,0.111705654,0.783354524,0.159162153,0.155540686,23,1,12,1,enveloped
468,Rinderpest_virus,0,0,471,548,Mononegavirales,Paramyxoviridae,Paramyxovirinae,Morbillivirus,0,NA,NA,15882,627,548,,RNA,SS,0,FALSE,1,TRUE,N,0.238704947,0.238673314,0.09754806,0.349635662,0.060294182,0.052676711,53,47.27272727,11.2,53.6,10.4,9.377306226,53,45.7,11.2,53.6,10.4,10.75806674,0.232047488,0.237220942,0.09754806,0.349635662,0.085553464,0.060551098,11,0,9,0,enveloped
469,Rio_Bravo_virus,0,1,472,175,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10140,6,5,00.026.0.01.037.,RNA,SS,0,FALSE,1,TRUE,Y,0.435796,0.445390379,0.031576007,0.916712614,0.193406484,0.162210643,108.6,98.78,7.6,192.4,63.2,44.38410293,108.6,88.13333333,47.2,108.6,51.16666667,35.44930653,0.512013965,0.435244781,0.242041225,0.551679154,0.258031607,0.168490482,20,1,3,0,enveloped
470,Rio_Mamore_virus,1,1,473,549,Unassigned,Bunyaviridae,,Hantavirus,0,3694,6563,5363.5,12,12,,RNA,SS,1,TRUE,1,TRUE,N,0.559681525,0.53956074,0.176038896,0.830220502,0.543517293,0.314914363,108.2,103.5333333,4.6,183.8,153.5333333,88.52015966,108.2,103.5333333,4.6,183.8,153.5333333,88.52015966,0.559681525,0.53956074,0.176038896,0.830220502,0.543517293,0.314914363,4,1,4,1,enveloped
471,Rio_Negro_virus,0,1,474,389,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11494,3,3,00.073.0.01.029.,RNA,SS,0,FALSE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
